,,,,,
Type,ROM,RAM,Battery,RTC,Title
MBC5,1024,8,Yes,-,nakayoshi_pet_series_3_-_kawaii_koinu_(j)_[c][!]
MBC5,1024,8,Yes,-,nakayoshi_pet_series_4_-_kawaii_koneko_(j)_[c][!]
MBC5,1024,8,Yes,-,nakayoshi_pet_series_5_-_kawaii_hamster_2_(j)_[c][!]
MBC1,128,-,-,-,namco_classics_(j)
MBC1,512,-,-,-,namco_gallery_vol.1_(j)_[s]
MBC1,512,-,-,-,namco_gallery_vol.2_(j)_[s]
MBC1,512,-,-,-,namco_gallery_vol.3_(j)_[s]
MBC5,1024,8,Yes,-,naminori_yarou!_(j)_[c][!]
MBC1,64,32,Yes,-,nanoloop_music_generator_(e)_[!]
MBC1,128,8,Yes,-,nanonote_(j)
MBC5,1024,8,Yes,-,nascar_2000_(e)_[c][!]
RUMBLE,1024,-,-,-,nascar_challenge_(u)_[c][!]
MBC5,1024,8,Yes,-,nascar_heat_(u)_[c][!]
MBC5,1024,-,-,-,nascar_racers_(u)_[c][!]
MBC5,1024,-,-,-,"nations,_the_-_land_of_legends_(e)_(m2)_[c][!]"
MBC1,64,-,-,-,navy_blue_(j)
MBC1,128,-,-,-,navy_blue_90_(j)
MBC1,256,-,-,-,navy_blue_98_(j)
MBC1,128,-,-,-,navy_seals_(u)_[!]
MBC5,1024,8,Yes,-,nba_3_on_3_featuring_kobe_bryant_(u)_[c][!]
MBC1,64,-,-,-,nba_all_star_challenge_(u)_[!]
MBC1,128,-,-,-,nba_all_star_challenge_2_(j)_[!]
MBC1,128,-,-,-,nba_all_star_challenge_2_(u)_[!]
MBC5,1024,-,-,-,nba_hoopz_(u)_[c][!]
MBC5,1024,8,Yes,-,nba_in_the_zone_(u)_[c][!]
MBC5,2048,8,Yes,-,nba_in_the_zone_2000_(e)_[c][!]
MBC5,2048,8,Yes,-,nba_in_the_zone_2000_(u)_[c][!]
MBC1,256,-,-,-,nba_jam_(u)
MBC1,512,-,-,-,nba_jam_-_tournament_edition_(j)_[!]
MBC1,512,-,-,-,nba_jam_-_tournament_edition_(ue)_[!]
MBC5,1024,-,-,-,nba_jam_2001_(u)_[c][!]
MBC5,1024,-,-,-,nba_jam_'99_(ue)_[c][!]
MBC1,512,-,-,-,nba_live_96_(u)_[s]
MBC5,1024,8,Yes,-,nba_pro_'99_(e)_[c][!]
MBC5,1024,-,-,-,nba_showtime_-_nba_on_nbc_(u)_[c][!]
MBC1,128,-,-,-,nekketsu_kouha_kunio-kun_-_bangai_rantou-hen_(j)
MBC2,128,-,Yes,-,nekojara_(j)
MBC1,128,-,-,-,nemesis_(j)
MBC1,128,-,-,-,nemesis_(ue)_(1990)_[!]
MBC1,128,-,-,-,nemesis_(ue)_(1991)_[!]
MBC1,256,-,-,-,nemesis_ii_(j)
MBC1,256,-,-,-,nemesis_ii_-_the_return_of_the_hero_(e)_[!]
MBC1,87,-,-,-,nes_conversion_-_donkey_kong_[c]
MBC1,87,-,-,-,nes_conversion_-_donkey_kong_3_[c]
MBC1,64,-,-,-,nes_conversion_-_duck_hunt_[c]
MBC1,64,-,-,-,nes_conversion_-_hogan's_alley_[c]
MBC1,87,-,-,-,nes_conversion_-_mario_bros_[c]
MBC1,64,-,-,-,nes_conversion_-_popeye_[c]
MBC1,87,-,-,-,nes_conversion_-_tennis_[c]
MBC1,64,-,-,-,nes_conversion_-_urban_champion_[c]
MBC1,64,-,-,-,nes_conversion_-_wild_gunman_[c]
MBC1,512,-,-,-,nettou_garou_2_(j)_[s]
MBC1,512,-,-,-,nettou_king_of_fighters_'95_(j)_[s]
MBC1,512,-,-,-,nettou_king_of_fighters_'96_(j)_[s]
MBC1,512,-,-,-,nettou_samurai_spirits_(j)_[s]
MBC1,512,-,-,-,nettou_world_heroes_2_jet_(j)_[s]
MBC5,2048,32,Yes,-,network_boukenki_bug_site_-_alpha_version_(j)_[c][!]
MBC5,2048,32,Yes,-,network_boukenki_bug_site_-_beta_version_(j)_[c][!]
MBC5,2048,8,Yes,-,"new_addams_family_series,_the_(e)_(m6)_[c]"
MBC5,1024,-,-,-,"new_adventures_of_mary-kate_&_ashley,_the_(u)_[c][!]"
MBC5,1024,-,-,-,"new_batman_adventures,_the_-_chaos_in_gotham_(e)_(m6)_[c][!]"
MBC5,1024,-,-,-,"new_batman_adventures,_the_-_chaos_in_gotham_(u)_[c][!]"
MBC1,64,-,-,-,"new_chessmaster,_the_(j)"
MBC1,64,-,-,-,"new_chessmaster,_the_(ju)_(m2)"
MBC1,64,-,-,-,"new_chessmaster,_the_(u)"
MBC1,256,-,-,-,new_sd_gundam_(j)_[s]
MBC5,512,-,-,-,nfl_blitz_(u)_[c][!]
MBC5,1024,-,-,-,nfl_blitz_2000_(u)_[c][!]
MBC5,1024,-,-,-,nfl_blitz_2001_(u)_[c][!]
ROM,32,-,-,-,nfl_football_(u)_[!]
MBC1,256,-,-,-,nfl_quarterback_club_(j)_[!]
MBC1,128,-,-,-,nfl_quarterback_club_(u)_[!]
MBC1,256,-,-,-,nfl_quarterback_club_2_(u)_[!]
MBC1,256,-,-,-,nfl_quarterback_club_96_(u)
MBC5,1024,-,-,-,nhl_2000_(u)_[c][!]
MBC5,1024,8,Yes,-,nhl_blades_of_steel_(u)_[c][!]
MBC5,1024,8,Yes,-,nhl_blades_of_steel_2000_(u)_[c][!]
MBC1,512,-,-,-,nhl_hockey_'95_(u)_[s][!]
MBC1,512,-,-,-,nhl_hockey_'96_(u)_[s][!]
MBC1,256,-,-,-,nichibutsu_mahjong_-_yoshimoto_gekijou_(j)
MBC5,1024,-,-,-,nicktoons'_racing_(u)_[c][!]
MBC1,128,-,-,-,nigel_mansell's_world_championship_'92_(e)
MBC1,128,-,-,-,nigel_mansell's_world_championship_'92_(u)_[!]
MBC1,128,-,-,-,nigel_mansell's_world_championship_'93_(u)
MBC1,256,-,-,-,nihon_daiyou_soccer_(j)_[s]
MBC1,256,-,-,-,nihonshi_target_201_(j)
MBC1,64,-,-,-,ninja_boy_(u)_[!]
MBC1,256,-,-,-,ninja_boy_2_(u)
MBC1,128,-,-,-,ninja_gaiden_shadow_(u)
MBC1,128,-,-,-,ninja_gay_den_too_by_ryanv_(ninja_gaiden_shadow_hack)
MBC1,128,-,-,-,ninja_ryuukenden_(j)
MBC1,128,-,-,-,ninja_spirit_(j)
MBC2,128,-,Yes,-,ninja_taro_(u)_[!]
MBC1,512,-,-,-,ninku_(j)_[s]
MBC1,512,-,-,-,ninku_dai_2_-_ninku_sensou_hen_(j)_[s]
MBC1,512,-,-,-,nintama_eawase_(j)_[s]
MBC5,1024,8,Yes,-,nintama_rantarou_-_ninjutsu_gakuen_ni_nyuugakushou_no_dan_(j)_[c][!]
MBC1,256,-,-,-,nintama_rantarou_-_ninjutsu_gakuen_ni_nyuugakushou_no_dan_(j)_[s]
MBC5,128,-,-,-,nintendo_power_menu_program_(j)_[c][!]
MBC1,128,-,-,-,nintendo_world_cup_(u)_[!]
MBC5,1024,-,-,-,no_fear_-_downhill_mountain_biking_(e)_[c][!]
MBC1,128,8,Yes,-,nobunaga_no_yabou_(j)
MBC5,1024,32,Yes,-,nobunaga_no_yabou_-_gameboy_han_2_(j)_[c][!]
MBC1,128,8,Yes,-,nobunaga's_ambition_(u)_[!]
MBC5,1024,-,-,-,noddy_and_the_birthday_party_(e)_(m4)_[c][!]
MBC1,128,-,-,-,nontan_to_issho_-_kurukuru_puzzle_(j)
MBC1,256,-,-,-,noobow_(j)
MBC5,1024,8,Yes,-,nsync_-_get_to_the_show_(u)_[c][!]
RUMBLE,2048,8,Yes,-,nushi_tsuri_adventure_-_kite_no_bouken_(j)_[c][!]
MBC5,1024,-,-,-,nyr_-_n.y._race_(e)_(m6)_[c][!]
MBC5,1024,32,Yes,-,oak_vs_gio_v1.0_(pokemon_-_yellow_version_hack)_[c]
MBC3,1024,32,Yes,-,oak's_dream_2_v1.3_(pokemon_red_hack)
MBC3,1024,32,Yes,-,oak's_dream_v0.15_(pokemon_blue_hack)_[s]
MBC1,256,-,-,-,obelix_(e)_(m2)_[s]
MBC5,1024,-,-,-,obelix_(e)_(m4)_[c][!]
MBC1,512,-,-,-,oddworld_adventures_(ue)_[!]
MBC5,1024,-,-,-,oddworld_adventures_ii_(e)_(m5)_[c][!]
MBC5,2048,8,Yes,-,ohasuta_dance_dance_revolution_gb_(j)_[c][!]
MBC5,256,-,-,-,ohasuta_yamachan_&_raymond_(j)_[c][!]
MBC5,1024,8,Yes,-,oide_rascal_(j)_[c][!]
MBC1,128,-,-,-,oira_jajamaru!_sekai_daibouken_(j)_[!]
MBC5,1024,8,Yes,-,ojarumaru_-_mitsunegai_jinja_no_ennichi_de_ojaru!_(j)_[c][!]
MBC5,2048,8,Yes,-,ojarumaru_-_tsukiyo_ga_ike_no_takaramono_(j)_[c][!]
MBC5,1024,8,Yes,-,o'leary_manager_2000_(e)_(m7)_[c][!]
MBC1,512,-,-,-,olympic_summer_games_(u)_[s]
MBC1,128,-,-,-,"on_the_tiles_-_franky,_joe_&_dirk_(e)_[!]"
MBC2,128,-,Yes,-,oni_(j)
MBC1,256,8,Yes,-,oni_2_-_innin_densetsu_(j)_[!]
MBC1,256,8,Yes,-,oni_3_-_kuro_no_hakaishin_(j)_[!]
MBC1,256,8,Yes,-,oni_4_-_kishin_no_ketsuzoku_(j)_[!]
MBC1,256,8,Yes,-,oni_5_-_innin_wo_tsugumono_(j)_[s][!]
MBC1,128,-,-,-,onigashima_pachinko_ten_(j)_[!]
MBC1,128,-,-,-,operation_c_(u)_[!]
MBC1,64,-,-,-,optimus_prime_-_terror_of_the_monstercons_by_grimlick_(super_mario_land_hack)
MBC5,1024,-,-,-,"original_moorhuhn_jagd,_die_(g)_[c][!]"
MBC1,64,-,-,-,osawagase_penguin_boy_(j)_[!]
ROM,32,-,-,-,othello_(j)
ROM,32,-,-,-,othello_(ue)_[!]
MBC5,1024,8,Yes,-,othello_millennium_(j)_[c][!]
MBC1,64,-,-,-,othello_world_(j)_[s][!]
MBC5,1024,8,Yes,-,other_life_-_azure_dreams_gb_azure_dreams_(j)_[c][!]
MBC2,256,-,Yes,-,otogi_banasi_tai_(j)_[s]
MBC1,128,-,-,-,otoko_jyuku_(j)
MBC5,1024,-,-,-,ottifanten_-_kommando_stoertebeker_(g)_[c][!]
MBC1,256,-,-,-,otto's_ottifanten_(e)
MBC5,1024,8,Yes,-,ou_dorobou_jing_-_angel_version_(j)_[c][!]
MBC5,1024,8,Yes,-,ou_dorobou_jing_-_devil_version_(j)_[c][!]
MBC1,256,-,-,-,out_burst_(j)_[!]
MBC1,128,-,-,-,out_of_gas_(u)_[!]
MBC5,1024,8,Yes,-,owarai_yowiko_no_game-dou_-_oyaji_sagashite_sanchoume_(j)_[c][!]
MBC5,1024,8,Yes,-,pachi_pachi_pachi-slot_-_new_pulsar_hen_(j)_[c][!]
MBC2,256,-,Yes,-,pachinko_cr_daiku_no_gen_san_gb_(j)_[s]
MBC5,1024,-,-,-,pachinko_cr_mouretsu_genshijin_t_(j)_[c][!]
MBC5,1024,8,Yes,-,pachinko_data_card_-_chou_ataru_kun_(j)_[s]
MBC1,512,-,-,-,pachinko_gaiden_(j)_[s]
MBC5,1024,32,Yes,-,pachinko_hisshou_guide_-_data_no_ousama_(j)_[c][!]
MBC1,64,-,-,-,pachinko_time_(j)
MBC1,128,-,-,-,pachio_kun_(j)
MBC1,512,-,-,-,pachio_kun_-_game_gallery_(j)
MBC1,128,-,-,-,pachio_kun_-_puzzle_castle_(j)
MBC1,128,-,-,-,pachio_kun_2_(j)
MBC1,128,-,-,-,pachio_kun_3_(j)
MBC2,128,-,Yes,-,pachi-slot_hisshou_guide_gb_(j)_[s]
MBC1,128,-,-,-,pachi-slot_kids_(j)
MBC1,128,-,-,-,pachi-slot_kids_2_(j)
MBC1,256,-,-,-,pachi-slot_kids_3_(j)
MBC1,128,-,-,-,pachi-slot_world_cup_'94_(j)
MBC1,256,-,-,-,pac-in-time_(j)_[s]
MBC1,256,-,-,-,pac-in-time_(ue)_(beta)_[s]
MBC1,256,-,-,-,pac-in-time_(ue)_[s][!]
MBC1,64,-,-,-,pac-man_(j)
MBC1,64,-,-,-,pac-man_(u)_(namco)
MBC1,64,-,-,-,pac-man_(u)_(namco_hometek)_[!]
MBC5,1024,-,-,-,pac-man_special_color_edition_(e)_[c][!]
MBC5,256,-,-,-,pac-man_special_color_edition_(u)_[c][!]
MBC1,128,-,-,-,pac-panic_(j)_[s]
MBC1,256,-,-,-,"pagemaster,_the_(u)_[s][!]"
MBC1,64,-,-,-,painter_momo_pie_(j)
ROM,32,-,-,-,palamedes_(j)
ROM,32,-,-,-,palamedes_(ue)_[!]
MBC1,64,-,-,-,panel_action_bingo_(u)
MBC1,128,-,-,-,pang_(u)
MBC5,1024,-,-,-,paperboy_(u)_[c][!]
MBC1,64,-,-,-,paperboy_(u)_[m][!]
MBC1,256,-,-,-,paperboy_2_(u)
MBC1,128,-,-,-,papuwakunn_(j)
MBC5,1024,-,-,-,papyrus_(e)_(m6)_[c][!]
MBC1,128,-,-,-,parasol_stars_(ue)_[!]
MBC1,64,-,-,-,parasoru_hembei_(j)
MBC1,256,-,-,-,parodius_(ue)_[!]
MBC1,256,-,-,-,parodius_da!_(j)
MBC1,512,32,Yes,-,parts_collection_-_medarot_kuma_(j)_[s]
MBC1,512,32,Yes,-,parts_collection_2_(j)_[s]
MBC1,128,-,-,-,peetan_(j)
MBC1,256,-,-,-,pen_anime_sample_1_(j)
MBC1,64,-,-,-,penguin_kun_wars_vs_(j)
ROM,32,-,-,-,penguin_land_(j)
MBC1,64,-,-,-,penguin_wars_(u)
MBC1,256,8,Yes,-,penta_dragon_(j)
MBC5,2048,8,Yes,-,perfect_choro_q_(j)_[c][!]
RUMBLE,4096,8,Yes,-,perfect_dark_(u)_(m5)_[c][!]
MBC1,512,-,-,-,pga_european_tour_(u)_[s][!]
MBC1,512,-,-,-,pga_tour_'96_(u)_[s]
MBC1,256,-,-,-,phantasm_(j)
MBC5,4096,8,Yes,-,pia_carrot_he_youkoso!!_2.2_(j)_[c][!]
MBC1,455,-,-,-,pikabomber_v0.10_(bomberman_gb_hack)
MBC1,512,-,-,-,pikabomber_v1.10_(pocket_bomberman_hack)
MBC5,1024,-,-,-,pikabomber_v1.10_(pocket_bomberman_hack)_[c]
MBC3,2048,32,Yes,RTC,pikamon_silver_v1.5_(silver_hack)_[c]
MBC3,1024,32,Yes,RTC,pikamon_silver_v1.5_(silver_hack)_[c][a1]
MBC3,1024,32,Yes,-,pikamon_v1.5_(pokemon_red_hack)
MBC1,64,-,-,-,pinball_-_66hiki_no_wani_daikoushin!_(j)
MBC1,64,-,-,-,pinball_-_revenge_of_the_gator_(u)_[!]
MBC1,256,-,-,-,pinball_deluxe_(u)
MBC1,128,-,-,-,pinball_dreams_(ue)_[!]
MBC1,256,-,-,-,pinball_fantasies_(u)
MBC1,256,-,-,-,pinball_mania_(u)
MBC1,64,-,-,-,pinball_party_(j)
MBC1,256,-,-,-,pingu_-_sekai_de_1ban_genki_na_penguin_(j)
MBC1,256,-,-,-,pinocchio_(u)_(1995)
MBC1,256,-,-,-,pinocchio_(u)_(1996)_[!]
ROM,32,-,-,-,pipe_dream_(j)
ROM,32,-,-,-,pipe_dream_(u)_[!]
MBC1,256,-,-,-,pit_fighter_(u)_[!]
MBC5,1024,-,-,-,pitfall_-_beyond_the_jungle_(u)_[c][!]
MBC5,1024,-,-,-,pitfall_gb_(j)_[c][!]
ROM,32,-,-,-,pitman_(j)
ROM,32,-,-,-,pitman_(j)_[a1]
MBC5,1024,-,-,-,planet_of_the_apes_(e)_(m6)_[c]
MBC1,128,-,-,-,play_action_football_(u)_[!]
MBC5,1024,8,Yes,-,player_manager_2001_(e)_(m2)_[c][!]
MBC1,512,-,-,-,pocahontas_(u)_[s]
MBC1,128,-,-,-,pocket_bass_fishing_(j)
MBC1,128,-,-,-,pocket_battle_(j)
HUC1,512,32,Yes,-,pocket_bomberman_(j)_[s]
MBC5,1024,-,-,-,pocket_bomberman_(u)_[c][!]
MBC1,512,-,-,-,pocket_bomberman_(u)_[s]
MBC5,512,-,-,-,pocket_bowling_(j)_[c][!]
MBC5,512,-,-,-,pocket_bowling_(u)_[c][!]
CAMERA,1024,128,Yes,-,pocket_camera_(j)_(v1.1)_[s]
MBC5,1024,-,-,-,pocket_color_billiard_(j)_[c][!]
MBC1,128,-,-,-,pocket_color_block_(j)_[c][!]
MBC5,1024,-,-,-,pocket_color_mahjong_(j)_[c][!]
MBC5,1024,-,-,-,pocket_color_trump_(j)_[c][!]
MBC1,512,-,-,-,pocket_densha_(j)_[s]
MBC5,1024,-,-,-,pocket_densha_2_(j)_[c][!]
HUC3,512,32,Yes,-,pocket_family_(j)_[s]
HUC3,2048,32,Yes,-,pocket_family_gb2_(j)_[c][!]
MBC5,2048,32,Yes,-,pocket_gi_stable_(j)_[c][!]
MBC1,128,-,-,-,pocket_golf_(j)
MBC5,1024,8,Yes,-,pocket_gt_(j)_[c][!]
MBC5,256,-,-,-,pocket_hanafuda_(j)_[c][!]
MBC3,512,8,Yes,-,pocket_jockey_(j)_[s]
MBC5,2048,8,Yes,-,pocket_king_(j)_[c][!]
MBC2,256,-,Yes,-,pocket_kyoro-chan_(j)_[s]
MBC1,512,8,Yes,-,pocket_love_(j)_[s]
MBC1,1024,8,Yes,-,pocket_love_2_(j)_[s]
MBC5,1024,8,Yes,-,pocket_lure_boy_(j)_[c][!]
MBC1,128,-,-,-,pocket_mahjong_(j)
MBC1,512,32,Yes,-,pocket_monsters_-_blue_version_(j)_[s]
MBC3,2048,64,Yes,RTC,pocket_monsters_-_crystal_version_(j)_[c][!]
MBC3,2048,32,Yes,RTC,pocket_monsters_-_crystal_version_(j)_[c][f1]
MBC3,2048,32,Yes,RTC,pocket_monsters_-_crystal_version_(unl)_[c]
MBC3,2048,64,Yes,RTC,pocket_monsters_-_crystal_version_(unl)_[c][a1]
MBC1,512,32,Yes,-,pocket_monsters_-_green_version_(j)_(v1.0)_[s]
MBC1,512,32,Yes,-,pocket_monsters_-_green_version_(j)_(v1.1)_[s]
MBC1,512,32,Yes,-,pocket_monsters_-_red_version_(j)_(v1.0)_[s]
MBC1,512,32,Yes,-,pocket_monsters_-_red_version_(j)_(v1.1)_[s]
MBC3,1024,32,Yes,RTC,pocket_monsters_gin_(j)_(v1.0)_[c][!]
MBC3,1024,32,Yes,RTC,pocket_monsters_gin_(j)_(v1.0)_[c][f1]_(v1_bung_fix)
MBC3,1024,32,Yes,RTC,pocket_monsters_gin_(j)_(v1.1)_[c][!]
MBC3,1024,32,Yes,RTC,pocket_monsters_gin_(j)_(v1.1)_[c][f1]_(v1_bung_fix)
MBC1,512,-,-,-,pocket_monsters_go!go!go!_(unl)_[c][!]
MBC3,1024,32,Yes,-,pocket_monsters_green_(chinese_blue_hack)_[s]
MBC3,1024,32,Yes,RTC,pocket_monsters_kin_(j)_(v1.0)_[c][!]
MBC3,1024,32,Yes,RTC,pocket_monsters_kin_(j)_(v1.0)_[c][f1]_(v1_bung_fix)
MBC3,1024,32,Yes,RTC,pocket_monsters_kin_(j)_(v1.1)_[c][!]
MBC3,1024,32,Yes,RTC,pocket_monsters_kin_(j)_(v1.1)_[c][f1]_(v1_bung_fix)
RUMBLE,1024,8,Yes,-,pocket_monsters_pinball_(j)_[c][!]
MBC3,1024,32,Yes,-,pocket_monsters_yellow_(j)_(v1.0)_[s]
MBC3,1024,32,Yes,-,pocket_monsters_yellow_(j)_(v1.1)_[s]
MBC3,1024,32,Yes,-,pocket_monsters_yellow_(j)_(v1.2)_[s]
MBC5,1024,32,Yes,-,pocket_music_(e)_(m5)_[c][!]
MBC5,2048,-,-,-,pocket_pro_wrestling_-_perfect_wrestler_(j)_[c][!]
MBC5,1024,8,Yes,-,pocket_pro_yakyuu_(j)_[c][!]
MBC1,256,-,-,-,pocket_puyo_puyo_2_tsuu_(j)_[s]
MBC5,1024,8,Yes,-,pocket_puyo_puyo_4_(j)_[c][!]
MBC5,1024,8,Yes,-,pocket_puyo_sun_(j)_[c][!]
MBC5,1024,8,Yes,-,pocket_racing_(e)_[c][!]
MBC1,256,-,-,-,pocket_shougi_(j)_[s]
MBC5,2048,8,Yes,-,pocket_soccer_(u)_(m6)_[c][!]
MBC1,512,-,-,-,pocket_sonar_(j)
MBC1,64,-,-,-,pocket_stadium_(j)
ROM,32,-,-,-,pocket_voice_multi-rom_menu_v0.1_(unl)
ROM,32,-,-,-,pocket_voice_multi-rom_menu_v1.0_(unl)
ROM,32,-,-,-,pocket_voice_multi-rom_menu_v2.0_(unl)
ROM,32,-,-,-,pocket_voice_multi-rom_menu_v2.0_(unl)_[c]
ROM,32,-,-,-,pocket_voice_multi-rom_menu_v2.1_(unl)_[c]
BUNG,512,-,Yes,-,pocket_voice_v1.0_(unl)_[c]
BUNG,256,-,Yes,-,pocket_voice_v1.1_(unl)_[c]
BUNG,512,-,Yes,-,pocket_voice_v1.1_(unl)_[c][a1]
BUNG,256,-,Yes,-,pocket_voice_v1.1_(unl)_[c][a2]
BUNG,256,-,Yes,-,pocket_voice_v1.1_(unl)_[c][a3]
BUNG,256,-,Yes,-,pocket_voice_v1.2_(unl)_[c]
BUNG,512,-,Yes,-,pocket_voice_v2.0_(unl)_[c]
BUNG,512,-,Yes,-,pocket_voice_v2.0_demo_1c_(unl)_[c]
BUNG,512,-,Yes,-,pocket_voice_v2.0_demo_2c_(unl)_[c]
BUNG,512,-,Yes,-,pocket_voice_v2.0_demo_3e_(unl)_[c]
BUNG,512,-,Yes,-,pocket_voice_v2.0_demo_4c_(unl)_[c]
BUNG,512,-,Yes,-,pocket_voice_v2.0_demo_4e_(unl)_[c]
MBC5,1024,32,Yes,-,pokemon_-_blaue_edition_(g)_[s][!]
MBC3,1024,32,Yes,-,pokemon_-_blue_version_(ue)_[s][!]
MBC3,2048,32,Yes,RTC,pokemon_-_crystal_version_(ue)_(v1.0)_[c][!]
MBC3,2048,32,Yes,RTC,pokemon_-_crystal_version_(ue)_(v1.1)_[c][!]
MBC5,1024,32,Yes,-,pokemon_-_edicion_amarilla_(s)_[c][!]
MBC5,1024,32,Yes,-,pokemon_-_edicion_azul_(s)_[s]
MBC3,2048,32,Yes,RTC,pokemon_-_edicion_cristal_(s)_[c][!]
MBC3,2048,32,Yes,RTC,pokemon_-_edicion_oro_(s)_[c][!]
MBC3,2048,32,Yes,RTC,pokemon_-_edicion_plata_(s)_[c][!]
MBC5,1024,32,Yes,-,pokemon_-_edicion_roja_(s)_[s]
MBC5,1024,32,Yes,-,pokemon_-_gelbe_edition_(g)_[c][!]
MBC3,2048,32,Yes,RTC,pokemon_-_gold_version_(ue)_[c][!]
MBC3,2048,32,Yes,RTC,pokemon_-_goldene_edition_(g)_[c][!]
MBC3,2048,32,Yes,RTC,pokemon_-_kristall-edition_(g)_[c][!]
MBC5,1024,32,Yes,-,pokemon_-_rote_edition_(g)_[s][!]
MBC3,2048,32,Yes,RTC,pokemon_-_silberne_edition_(g)_[c][!]
MBC3,2048,32,Yes,RTC,pokemon_-_silver_version_(ue)_[c][!]
MBC3,1024,32,Yes,-,pokemon_-_the_johto_journeys_by_mb_hacks_(red_hack)
MBC3,1024,32,Yes,-,pokemon_-_the_next_generation_(red_hack)
MBC3,2048,32,Yes,RTC,pokemon_-_version_argent_(f)_[c][!]
MBC5,1024,32,Yes,-,pokemon_-_version_bleue_(f)_[s]
MBC3,2048,32,Yes,RTC,pokemon_-_version_cristal_(f)_[c][!]
MBC5,1024,32,Yes,-,pokemon_-_version_jaune_(f)_[c][!]
MBC3,2048,32,Yes,RTC,pokemon_-_version_or_(f)_[c][!]
MBC5,1024,32,Yes,-,pokemon_-_version_rouge_(f)_[s]
MBC3,2048,32,Yes,RTC,pokemon_-_versione_argento_(i)_[c][!]
MBC5,1024,32,Yes,-,pokemon_-_versione_blu_(i)_[s][!]
MBC3,2048,32,Yes,RTC,pokemon_-_versione_cristallo_(i)_[c][!]
MBC5,1024,32,Yes,-,pokemon_-_versione_gialla_(i)_[c][!]
MBC3,2048,32,Yes,RTC,pokemon_-_versione_oro_(i)_[c][!]
MBC5,1024,32,Yes,-,pokemon_-_versione_rossa_(i)_[s][!]
MBC5,1024,32,Yes,-,pokemon_-_yellow_version_(new_chars_&_story_v1.2_hack)_[c]
MBC5,1024,32,Yes,-,pokemon_-_yellow_version_(ue)_[c][!]
MBC3,1024,32,Yes,-,pokemon_151_(red_hack)
MBC1,512,-,-,-,pokemon_adventure_(unl)_[c][!]
MBC3,1024,32,Yes,-,pokemon_amsterdam_by_ruliz_&_agp_v0.10_(red_hack)_[s]
MBC3,1024,32,Yes,-,pokemon_aqua_v2.4_(red_hack)
MBC3,2048,32,Yes,RTC,pokemon_beryl_(crystal_hack)_[c]
MBC3,1024,32,Yes,-,pokemon_black_-_special_palace_edition_1_by_mb_hacks_(red_hack)
MBC3,1024,32,Yes,-,pokemon_blue_before_elite_(blue_hack)
MBC3,1024,32,Yes,-,pokemon_blue_edition_-_enhanced_v0.4beta_(blue_hack)
MBC3,1024,32,Yes,-,pokemon_blue_upgrade_v2.0_(blue_hack)_[s]
MBC3,1024,32,Yes,-,pokemon_breeders_edition_v6_(blue_hack)_[s]
MBC3,1024,32,Yes,-,pokemon_brown_v1.1_(red_hack)
HUC1,1024,32,Yes,-,pokemon_card_gb_(j)_[c][!]
MBC5,2048,32,Yes,-,pokemon_card_gb2_-_gr_dan_sanjou!_(j)_[c][!]
MBC5,1024,32,Yes,-,pokemon_cute_v1.4_(yellow_hack)_[c]
MBC5,2048,32,Yes,-,pokemon_de_panepon_(j)_[c][!]
MBC3,1024,32,Yes,RTC,pokemon_dreamland_v1.4_(kin_hack)_[c]
MBC3,1024,32,Yes,-,pokemon_generations_(red_hack)
MBC3,1024,32,Yes,-,pokemon_girl_v1.0_(red_hack)
MBC3,1024,32,Yes,-,pokemon_ii_v1.0_(red_hack)
MBC1,64,-,-,-,pokemon_land_v0.3_(super_mario_land_hack)
MBC3,2048,32,Yes,RTC,pokemon_latios_by_dark_lugia_(silver_hack)_[c]
MBC3,1024,32,Yes,-,pokemon_meowth_(blue_hack)
MBC3,1024,32,Yes,-,pokemon_meowth_(red_hack)
MBC3,2048,32,Yes,RTC,pokemon_mystic_(silver_hack)_[c]
MBC3,1024,32,Yes,-,pokemon_neo_-_adventure_v2.8_(red_hack)
MBC3,1024,32,Yes,-,pokemon_neo_-_rocket_v2.1_(blue_hack)
MBC3,2048,32,Yes,RTC,pokemon_obscure_v1.4_by_acegikmo_enterprises_(gold_hack)_[c]
MBC5,1024,32,Yes,-,pokemon_of_the_past_dx_v1.0_by_pr_(zelda_dx_hack)_[c]
MBC5,1024,32,Yes,-,pokemon_of_the_past_dx_v1.1_by_pr_(zelda_dx_hack)_[c]
MBC5,1024,32,Yes,-,pokemon_of_the_past_dx_vx.x_by_pr_(zelda_dx_hack)_[c]
MBC1,512,8,Yes,-,pokemon_of_the_past_v0.1_by_pr_(zelda_hack)
RUMBLE,2048,8,Yes,-,pokemon_pinball_(e)_(m5)_[c][!]
RUMBLE,1024,8,Yes,-,pokemon_pinball_(u)_[c][!]
MBC3,1024,32,Yes,-,pokemon_pink_version_by_mb_hacks_(red_hack)
MBC5,2048,32,Yes,-,pokemon_puzzle_challenge_(e)_(m5)_[c][!]
MBC5,2048,32,Yes,-,pokemon_puzzle_challenge_(u)_[c][!]
MBC3,1024,32,Yes,-,pokemon_red_(ue)_[s][!]
MBC3,1024,32,Yes,-,pokemon_red_upgrade_v2.0_(red_hack)_[s]
MBC3,2048,32,Yes,-,pokemon_red-blue_2-in-1_(unl)_[s]
